Container, 0, 0, 0, 0.289154, 0.289154, 0
Link, 0, MPI_LINK, 0.001109, 0.001109, 0.000000, PTP, rank-14, rank-14, 15_15_108_7
Link, 0, MPI_LINK, 0.266772, 0.266784, 0.000012, PTP, rank-26, rank-27, 27_28_5_10340
Link, 0, MPI_LINK, 0.266784, 0.266784, 0.000000, PTP, rank-28, rank-27, 29_28_5_10350
Link, 0, MPI_LINK, 0.266786, 0.266786, 0.000000, PTP, rank-28, rank-29, 29_30_5_10351
Link, 0, MPI_LINK, 0.266646, 0.266786, 0.000140, PTP, rank-30, rank-29, 31_30_5_10281
Link, 0, MPI_LINK, 0.266647, 0.266790, 0.000143, PTP, rank-27, rank-28, 28_29_5_10290
Link, 0, MPI_LINK, 0.266657, 0.266790, 0.000133, PTP, rank-29, rank-28, 30_29_5_10302
Link, 0, MPI_LINK, 0.266773, 0.266889, 0.000116, PTP, rank-6, rank-7, 7_8_5_10343
Link, 0, MPI_LINK, 0.266889, 0.266889, 0.000000, PTP, rank-8, rank-7, 9_8_5_10353
Link, 0, MPI_LINK, 0.266773, 0.266889, 0.000116, PTP, rank-38, rank-39, 39_40_5_10347
Link, 0, MPI_LINK, 0.266889, 0.266889, 0.000000, PTP, rank-40, rank-39, 41_40_5_10355
Link, 0, MPI_LINK, 0.266772, 0.266890, 0.000118, PTP, rank-54, rank-55, 55_56_5_10341
Link, 0, MPI_LINK, 0.266890, 0.266890, 0.000000, PTP, rank-56, rank-55, 57_56_5_10364
Link, 0, MPI_LINK, 0.266892, 0.266892, 0.000000, PTP, rank-8, rank-9, 9_10_5_10368
Link, 0, MPI_LINK, 0.266770, 0.266892, 0.000122, PTP, rank-10, rank-9, 11_10_5_10310
Link, 0, MPI_LINK, 0.266892, 0.266892, 0.000000, PTP, rank-40, rank-41, 41_42_5_10370
Link, 0, MPI_LINK, 0.266771, 0.266892, 0.000121, PTP, rank-42, rank-41, 43_42_5_10322
Link, 0, MPI_LINK, 0.266892, 0.266892, 0.000000, PTP, rank-4, rank-5, 5_6_5_10371
Link, 0, MPI_LINK, 0.266770, 0.266892, 0.000122, PTP, rank-6, rank-5, 7_6_5_10320
Link, 0, MPI_LINK, 0.266892, 0.266892, 0.000000, PTP, rank-52, rank-53, 53_54_5_10372
Link, 0, MPI_LINK, 0.266770, 0.266892, 0.000122, PTP, rank-54, rank-53, 55_54_5_10316
Link, 0, MPI_LINK, 0.266892, 0.266892, 0.000000, PTP, rank-20, rank-21, 21_22_5_10373
Link, 0, MPI_LINK, 0.266771, 0.266892, 0.000121, PTP, rank-22, rank-21, 23_22_5_10326
Link, 0, MPI_LINK, 0.266892, 0.266892, 0.000000, PTP, rank-50, rank-51, 51_52_5_10376
Link, 0, MPI_LINK, 0.266889, 0.266892, 0.000003, PTP, rank-52, rank-51, 53_52_5_10357
Link, 0, MPI_LINK, 0.266892, 0.266892, 0.000000, PTP, rank-34, rank-35, 35_36_5_10377
Link, 0, MPI_LINK, 0.266890, 0.266892, 0.000002, PTP, rank-36, rank-35, 37_36_5_10363
Link, 0, MPI_LINK, 0.266892, 0.266892, 0.000000, PTP, rank-36, rank-37, 37_38_5_10378
Link, 0, MPI_LINK, 0.266771, 0.266892, 0.000121, PTP, rank-38, rank-37, 39_38_5_10323
Link, 0, MPI_LINK, 0.266892, 0.266892, 0.000000, PTP, rank-2, rank-3, 3_4_5_10379
Link, 0, MPI_LINK, 0.266889, 0.266892, 0.000003, PTP, rank-4, rank-3, 5_4_5_10356
Link, 0, MPI_LINK, 0.266892, 0.266892, 0.000000, PTP, rank-56, rank-57, 57_58_5_10380
Link, 0, MPI_LINK, 0.266770, 0.266892, 0.000122, PTP, rank-58, rank-57, 59_58_5_10315
Link, 0, MPI_LINK, 0.266893, 0.266893, 0.000000, PTP, rank-18, rank-19, 19_20_5_10381
Link, 0, MPI_LINK, 0.266889, 0.266893, 0.000004, PTP, rank-20, rank-19, 21_20_5_10359
Link, 0, MPI_LINK, 0.266648, 0.266895, 0.000247, PTP, rank-39, rank-40, 40_41_5_10295
Link, 0, MPI_LINK, 0.266770, 0.266895, 0.000125, PTP, rank-41, rank-40, 42_41_5_10317
Link, 0, MPI_LINK, 0.266772, 0.266896, 0.000124, PTP, rank-51, rank-52, 52_53_5_10333
Link, 0, MPI_LINK, 0.266771, 0.266896, 0.000125, PTP, rank-53, rank-52, 54_53_5_10324
Link, 0, MPI_LINK, 0.266647, 0.266896, 0.000249, PTP, rank-7, rank-8, 8_9_5_10289
Link, 0, MPI_LINK, 0.266770, 0.266896, 0.000126, PTP, rank-9, rank-8, 10_9_5_10304
Link, 0, MPI_LINK, 0.266772, 0.266896, 0.000124, PTP, rank-19, rank-20, 20_21_5_10335
Link, 0, MPI_LINK, 0.266770, 0.266896, 0.000126, PTP, rank-21, rank-20, 22_21_5_10313
Link, 0, MPI_LINK, 0.266891, 0.266896, 0.000005, PTP, rank-49, rank-50, 50_51_5_10367
Link, 0, MPI_LINK, 0.266770, 0.266896, 0.000126, PTP, rank-51, rank-50, 52_51_5_10312
Link, 0, MPI_LINK, 0.266772, 0.266896, 0.000124, PTP, rank-3, rank-4, 4_5_5_10329
Link, 0, MPI_LINK, 0.266770, 0.266896, 0.000126, PTP, rank-5, rank-4, 6_5_5_10311
Link, 0, MPI_LINK, 0.266892, 0.266896, 0.000004, PTP, rank-33, rank-34, 34_35_5_10374
Link, 0, MPI_LINK, 0.266770, 0.266896, 0.000126, PTP, rank-35, rank-34, 36_35_5_10306
Link, 0, MPI_LINK, 0.266772, 0.266896, 0.000124, PTP, rank-35, rank-36, 36_37_5_10330
Link, 0, MPI_LINK, 0.266770, 0.266896, 0.000126, PTP, rank-37, rank-36, 38_37_5_10307
Link, 0, MPI_LINK, 0.266647, 0.266896, 0.000249, PTP, rank-55, rank-56, 56_57_5_10287
Link, 0, MPI_LINK, 0.266770, 0.266896, 0.000126, PTP, rank-57, rank-56, 58_57_5_10309
Link, 0, MPI_LINK, 0.266892, 0.266896, 0.000004, PTP, rank-1, rank-2, 2_3_5_10375
Link, 0, MPI_LINK, 0.266770, 0.266896, 0.000126, PTP, rank-3, rank-2, 4_3_5_10305
Link, 0, MPI_LINK, 0.266892, 0.266897, 0.000005, PTP, rank-17, rank-18, 18_19_5_10369
Link, 0, MPI_LINK, 0.266770, 0.266897, 0.000127, PTP, rank-19, rank-18, 20_19_5_10314
Link, 0, MPI_LINK, 0.266774, 0.266902, 0.000128, PTP, rank-22, rank-23, 23_24_5_10349
Link, 0, MPI_LINK, 0.266902, 0.266902, 0.000000, PTP, rank-24, rank-23, 25_24_5_10382
Link, 0, MPI_LINK, 0.266904, 0.266904, 0.000000, PTP, rank-24, rank-25, 25_26_5_10383
Link, 0, MPI_LINK, 0.266770, 0.266904, 0.000134, PTP, rank-26, rank-25, 27_26_5_10318
Link, 0, MPI_LINK, 0.266647, 0.266908, 0.000261, PTP, rank-23, rank-24, 24_25_5_10288
Link, 0, MPI_LINK, 0.266770, 0.266908, 0.000138, PTP, rank-25, rank-24, 26_25_5_10308
Link, 0, MPI_LINK, 0.267005, 0.267005, 0.000000, PTP, rank-0, rank-1, 1_2_5_10384
Link, 0, MPI_LINK, 0.266890, 0.267005, 0.000115, PTP, rank-2, rank-1, 3_2_5_10365
Link, 0, MPI_LINK, 0.266890, 0.267009, 0.000119, PTP, rank-1, rank-0, 2_1_5_10362
Link, 0, MPI_LINK, 0.267009, 0.267009, 0.000000, PTP, rank-16, rank-17, 17_18_5_10387
Link, 0, MPI_LINK, 0.266890, 0.267009, 0.000119, PTP, rank-18, rank-17, 19_18_5_10366
Link, 0, MPI_LINK, 0.267009, 0.267009, 0.000000, PTP, rank-32, rank-33, 33_34_5_10388
Link, 0, MPI_LINK, 0.266890, 0.267009, 0.000119, PTP, rank-34, rank-33, 35_34_5_10361
Link, 0, MPI_LINK, 0.267014, 0.267014, 0.000000, PTP, rank-48, rank-49, 49_50_5_10390
Link, 0, MPI_LINK, 0.266890, 0.267014, 0.000124, PTP, rank-50, rank-49, 51_50_5_10360
Link, 0, MPI_LINK, 0.266521, 0.267102, 0.000581, PTP, rank-15, rank-16, 16_17_5_10269
Link, 0, MPI_LINK, 0.266889, 0.267102, 0.000213, PTP, rank-17, rank-16, 18_17_5_10354
Link, 0, MPI_LINK, 0.266529, 0.267103, 0.000574, PTP, rank-31, rank-32, 32_33_5_10271
Link, 0, MPI_LINK, 0.266889, 0.267103, 0.000214, PTP, rank-33, rank-32, 34_33_5_10358
Link, 0, MPI_LINK, 0.266521, 0.267107, 0.000586, PTP, rank-47, rank-48, 48_49_5_10268
Link, 0, MPI_LINK, 0.266889, 0.267107, 0.000218, PTP, rank-49, rank-48, 50_49_5_10352
Link, 0, MPI_LINK, 0.266647, 0.267124, 0.000477, PTP, rank-14, rank-15, 15_16_5_10291
Link, 0, MPI_LINK, 0.267007, 0.267124, 0.000117, PTP, rank-16, rank-15, 17_16_5_10385
Link, 0, MPI_LINK, 0.266648, 0.267124, 0.000476, PTP, rank-30, rank-31, 31_32_5_10298
Link, 0, MPI_LINK, 0.267007, 0.267124, 0.000117, PTP, rank-32, rank-31, 33_32_5_10386
Link, 0, MPI_LINK, 0.266648, 0.267129, 0.000481, PTP, rank-46, rank-47, 47_48_5_10297
Link, 0, MPI_LINK, 0.267012, 0.267129, 0.000117, PTP, rank-48, rank-47, 49_48_5_10389
Link, 0, MPI_LINK, 0.267363, 0.267363, 0.000000, PTP, rank-1, rank-0, 2_1_3_10404
Link, 0, MPI_LINK, 0.267365, 0.267365, 0.000000, PTP, rank-1, rank-2, 2_3_3_10411
Link, 0, MPI_LINK, 0.267364, 0.267365, 0.000001, PTP, rank-3, rank-2, 4_3_3_10407
Link, 0, MPI_LINK, 0.267366, 0.267366, 0.000000, PTP, rank-7, rank-8, 8_9_3_10413
Link, 0, MPI_LINK, 0.267363, 0.267366, 0.000003, PTP, rank-9, rank-8, 10_9_3_10405
Link, 0, MPI_LINK, 0.267365, 0.267366, 0.000001, PTP, rank-12, rank-13, 13_14_3_10410
Link, 0, MPI_LINK, 0.267361, 0.267366, 0.000005, PTP, rank-14, rank-13, 15_14_3_10399
Link, 0, MPI_LINK, 0.267366, 0.267366, 0.000000, PTP, rank-3, rank-4, 4_5_3_10414
Link, 0, MPI_LINK, 0.267365, 0.267366, 0.000001, PTP, rank-5, rank-4, 6_5_3_10408
Link, 0, MPI_LINK, 0.267354, 0.267369, 0.000015, PTP, rank-0, rank-1, 1_2_3_10391
Link, 0, MPI_LINK, 0.267358, 0.267369, 0.000011, PTP, rank-2, rank-1, 3_2_3_10393
Link, 0, MPI_LINK, 0.267359, 0.267370, 0.000011, PTP, rank-8, rank-9, 9_10_3_10395
Link, 0, MPI_LINK, 0.267363, 0.267370, 0.000007, PTP, rank-10, rank-9, 11_10_3_10401
Link, 0, MPI_LINK, 0.267369, 0.267370, 0.000001, PTP, rank-6, rank-7, 7_8_3_10417
Link, 0, MPI_LINK, 0.267357, 0.267370, 0.000013, PTP, rank-8, rank-7, 9_8_3_10392
Link, 0, MPI_LINK, 0.267360, 0.267370, 0.000010, PTP, rank-2, rank-3, 3_4_3_10396
Link, 0, MPI_LINK, 0.267358, 0.267370, 0.000012, PTP, rank-4, rank-3, 5_4_3_10394
Link, 0, MPI_LINK, 0.267360, 0.267371, 0.000011, PTP, rank-4, rank-5, 5_6_3_10398
Link, 0, MPI_LINK, 0.267367, 0.267371, 0.000004, PTP, rank-6, rank-5, 7_6_3_10415
Link, 0, MPI_LINK, 0.267362, 0.267371, 0.000009, PTP, rank-13, rank-14, 14_15_3_10400
Link, 0, MPI_LINK, 0.267371, 0.267371, 0.000000, PTP, rank-15, rank-14, 16_15_3_10418
Link, 0, MPI_LINK, 0.267367, 0.267374, 0.000007, PTP, rank-5, rank-6, 6_7_3_10416
Link, 0, MPI_LINK, 0.267364, 0.267374, 0.000010, PTP, rank-7, rank-6, 8_7_3_10406
Link, 0, MPI_LINK, 0.267366, 0.267392, 0.000026, PTP, rank-9, rank-10, 10_11_3_10412
Link, 0, MPI_LINK, 0.267392, 0.267392, 0.000000, PTP, rank-11, rank-10, 12_11_3_10420
Link, 0, MPI_LINK, 0.267394, 0.267394, 0.000000, PTP, rank-11, rank-12, 12_13_3_10421
Link, 0, MPI_LINK, 0.267360, 0.267394, 0.000034, PTP, rank-13, rank-12, 14_13_3_10397
Link, 0, MPI_LINK, 0.267365, 0.267398, 0.000033, PTP, rank-10, rank-11, 11_12_3_10409
Link, 0, MPI_LINK, 0.267363, 0.267398, 0.000035, PTP, rank-12, rank-11, 13_12_3_10403
Link, 0, MPI_LINK, 0.267488, 0.267491, 0.000003, PTP, rank-24, rank-25, 25_26_3_10445
Link, 0, MPI_LINK, 0.267488, 0.267491, 0.000003, PTP, rank-26, rank-25, 27_26_3_10446
Link, 0, MPI_LINK, 0.267490, 0.267492, 0.000002, PTP, rank-26, rank-27, 27_28_3_10449
Link, 0, MPI_LINK, 0.267484, 0.267492, 0.000008, PTP, rank-28, rank-27, 29_28_3_10429
Link, 0, MPI_LINK, 0.267488, 0.267494, 0.000006, PTP, rank-25, rank-26, 26_27_3_10444
Link, 0, MPI_LINK, 0.267486, 0.267494, 0.000008, PTP, rank-27, rank-26, 28_27_3_10438
Link, 0, MPI_LINK, 0.267506, 0.267506, 0.000000, PTP, rank-38, rank-39, 39_40_3_10460
Link, 0, MPI_LINK, 0.267506, 0.267506, 0.000000, PTP, rank-40, rank-39, 41_40_3_10461
Link, 0, MPI_LINK, 0.267506, 0.267506, 0.000000, PTP, rank-23, rank-24, 24_25_3_10462
Link, 0, MPI_LINK, 0.267486, 0.267506, 0.000020, PTP, rank-25, rank-24, 26_25_3_10436
Link, 0, MPI_LINK, 0.267508, 0.267508, 0.000000, PTP, rank-40, rank-41, 41_42_3_10467
Link, 0, MPI_LINK, 0.267485, 0.267508, 0.000023, PTP, rank-42, rank-41, 43_42_3_10434
Link, 0, MPI_LINK, 0.267508, 0.267508, 0.000000, PTP, rank-18, rank-19, 19_20_3_10468
Link, 0, MPI_LINK, 0.267506, 0.267508, 0.000002, PTP, rank-20, rank-19, 21_20_3_10464
Link, 0, MPI_LINK, 0.267502, 0.267509, 0.000007, PTP, rank-37, rank-38, 38_39_3_10454
Link, 0, MPI_LINK, 0.267483, 0.267509, 0.000026, PTP, rank-39, rank-38, 40_39_3_10426
Link, 0, MPI_LINK, 0.267487, 0.267510, 0.000023, PTP, rank-41, rank-42, 42_43_3_10441
Link, 0, MPI_LINK, 0.267510, 0.267510, 0.000000, PTP, rank-43, rank-42, 44_43_3_10472
Link, 0, MPI_LINK, 0.267512, 0.267512, 0.000000, PTP, rank-43, rank-44, 44_45_3_10475
Link, 0, MPI_LINK, 0.267509, 0.267512, 0.000003, PTP, rank-45, rank-44, 46_45_3_10470
Link, 0, MPI_LINK, 0.267512, 0.267513, 0.000001, PTP, rank-17, rank-18, 18_19_3_10473
Link, 0, MPI_LINK, 0.267484, 0.267513, 0.000029, PTP, rank-19, rank-18, 20_19_3_10428
Link, 0, MPI_LINK, 0.267485, 0.267513, 0.000028, PTP, rank-39, rank-40, 40_41_3_10432
Link, 0, MPI_LINK, 0.267485, 0.267513, 0.000028, PTP, rank-41, rank-40, 42_41_3_10431
Link, 0, MPI_LINK, 0.267486, 0.267513, 0.000027, PTP, rank-19, rank-20, 20_21_3_10437
Link, 0, MPI_LINK, 0.267500, 0.267513, 0.000013, PTP, rank-21, rank-20, 22_21_3_10450
Link, 0, MPI_LINK, 0.267488, 0.267515, 0.000027, PTP, rank-27, rank-28, 28_29_3_10447
Link, 0, MPI_LINK, 0.267515, 0.267515, 0.000000, PTP, rank-29, rank-28, 30_29_3_10476
Link, 0, MPI_LINK, 0.267507, 0.267515, 0.000008, PTP, rank-34, rank-35, 35_36_3_10466
Link, 0, MPI_LINK, 0.267515, 0.267515, 0.000000, PTP, rank-36, rank-35, 37_36_3_10477
Link, 0, MPI_LINK, 0.267503, 0.267516, 0.000013, PTP, rank-16, rank-17, 17_18_3_10455
Link, 0, MPI_LINK, 0.267506, 0.267516, 0.000010, PTP, rank-18, rank-17, 19_18_3_10463
Link, 0, MPI_LINK, 0.267487, 0.267516, 0.000029, PTP, rank-42, rank-43, 43_44_3_10443
Link, 0, MPI_LINK, 0.267505, 0.267516, 0.000011, PTP, rank-44, rank-43, 45_44_3_10458
Link, 0, MPI_LINK, 0.267518, 0.267518, 0.000000, PTP, rank-29, rank-30, 30_31_3_10478
Link, 0, MPI_LINK, 0.267480, 0.267518, 0.000038, PTP, rank-31, rank-30, 32_31_3_10422
Link, 0, MPI_LINK, 0.267518, 0.267518, 0.000000, PTP, rank-36, rank-37, 37_38_3_10479
Link, 0, MPI_LINK, 0.267503, 0.267518, 0.000015, PTP, rank-38, rank-37, 39_38_3_10456
Link, 0, MPI_LINK, 0.267507, 0.267518, 0.000011, PTP, rank-44, rank-45, 45_46_3_10465
Link, 0, MPI_LINK, 0.267518, 0.267518, 0.000000, PTP, rank-46, rank-45, 47_46_3_10480
Link, 0, MPI_LINK, 0.267509, 0.267522, 0.000013, PTP, rank-20, rank-21, 21_22_3_10469
Link, 0, MPI_LINK, 0.267522, 0.267522, 0.000000, PTP, rank-22, rank-21, 23_22_3_10482
Link, 0, MPI_LINK, 0.267487, 0.267522, 0.000035, PTP, rank-28, rank-29, 29_30_3_10440
Link, 0, MPI_LINK, 0.267480, 0.267522, 0.000042, PTP, rank-30, rank-29, 31_30_3_10423
Link, 0, MPI_LINK, 0.267488, 0.267522, 0.000034, PTP, rank-35, rank-36, 36_37_3_10448
Link, 0, MPI_LINK, 0.267500, 0.267522, 0.000022, PTP, rank-37, rank-36, 38_37_3_10451
Link, 0, MPI_LINK, 0.267525, 0.267525, 0.000000, PTP, rank-22, rank-23, 23_24_3_10484
Link, 0, MPI_LINK, 0.267486, 0.267525, 0.000039, PTP, rank-24, rank-23, 25_24_3_10435
Link, 0, MPI_LINK, 0.267525, 0.267525, 0.000000, PTP, rank-33, rank-34, 34_35_3_10485
Link, 0, MPI_LINK, 0.267486, 0.267525, 0.000039, PTP, rank-35, rank-34, 36_35_3_10439
Link, 0, MPI_LINK, 0.267512, 0.267525, 0.000013, PTP, rank-45, rank-46, 46_47_3_10474
Link, 0, MPI_LINK, 0.267485, 0.267525, 0.000040, PTP, rank-47, rank-46, 48_47_3_10433
Link, 0, MPI_LINK, 0.267485, 0.267529, 0.000044, PTP, rank-32, rank-33, 33_34_3_10430
Link, 0, MPI_LINK, 0.267505, 0.267529, 0.000024, PTP, rank-34, rank-33, 35_34_3_10459
Link, 0, MPI_LINK, 0.267502, 0.267529, 0.000027, PTP, rank-21, rank-22, 22_23_3_10453
Link, 0, MPI_LINK, 0.267504, 0.267529, 0.000025, PTP, rank-23, rank-22, 24_23_3_10457
Link, 0, MPI_LINK, 0.267482, 0.267601, 0.000119, PTP, rank-31, rank-32, 32_33_3_10424
Link, 0, MPI_LINK, 0.267522, 0.267601, 0.000079, PTP, rank-33, rank-32, 34_33_3_10483
Link, 0, MPI_LINK, 0.267482, 0.267602, 0.000120, PTP, rank-30, rank-31, 31_32_3_10425
Link, 0, MPI_LINK, 0.267483, 0.267602, 0.000119, PTP, rank-32, rank-31, 33_32_3_10427
Link, 0, MPI_LINK, 0.267374, 0.267615, 0.000241, PTP, rank-15, rank-16, 16_17_3_10419
Link, 0, MPI_LINK, 0.267510, 0.267615, 0.000105, PTP, rank-17, rank-16, 18_17_3_10471
Link, 0, MPI_LINK, 0.267625, 0.267625, 0.000000, PTP, rank-62, rank-63, 63_64_3_10492
Link, 0, MPI_LINK, 0.267626, 0.267628, 0.000002, PTP, rank-55, rank-56, 56_57_3_10499
Link, 0, MPI_LINK, 0.267626, 0.267628, 0.000002, PTP, rank-57, rank-56, 58_57_3_10498
Link, 0, MPI_LINK, 0.267627, 0.267630, 0.000003, PTP, rank-54, rank-55, 55_56_3_10502
Link, 0, MPI_LINK, 0.267623, 0.267630, 0.000007, PTP, rank-56, rank-55, 57_56_3_10489
Link, 0, MPI_LINK, 0.267629, 0.267631, 0.000002, PTP, rank-53, rank-54, 54_55_3_10506
Link, 0, MPI_LINK, 0.267624, 0.267631, 0.000007, PTP, rank-55, rank-54, 56_55_3_10490
Link, 0, MPI_LINK, 0.267632, 0.267632, 0.000000, PTP, rank-61, rank-62, 62_63_3_10509
Link, 0, MPI_LINK, 0.267610, 0.267632, 0.000022, PTP, rank-63, rank-62, 64_63_3_10486
Link, 0, MPI_LINK, 0.267625, 0.267633, 0.000008, PTP, rank-56, rank-57, 57_58_3_10494
Link, 0, MPI_LINK, 0.267625, 0.267633, 0.000008, PTP, rank-58, rank-57, 59_58_3_10496
Link, 0, MPI_LINK, 0.267628, 0.267635, 0.000007, PTP, rank-60, rank-61, 61_62_3_10504
Link, 0, MPI_LINK, 0.267622, 0.267635, 0.000013, PTP, rank-62, rank-61, 63_62_3_10488
Link, 0, MPI_LINK, 0.267636, 0.267636, 0.000000, PTP, rank-49, rank-50, 50_51_3_10512
Link, 0, MPI_LINK, 0.267625, 0.267636, 0.000011, PTP, rank-51, rank-50, 52_51_3_10493
Link, 0, MPI_LINK, 0.267363, 0.267637, 0.000274, PTP, rank-14, rank-15, 15_16_3_10402
Link, 0, MPI_LINK, 0.267501, 0.267637, 0.000136, PTP, rank-16, rank-15, 17_16_3_10452
Link, 0, MPI_LINK, 0.267624, 0.267639, 0.000015, PTP, rank-50, rank-51, 51_52_3_10491
Link, 0, MPI_LINK, 0.267639, 0.267639, 0.000000, PTP, rank-52, rank-51, 53_52_3_10513
Link, 0, MPI_LINK, 0.267629, 0.267639, 0.000010, PTP, rank-57, rank-58, 58_59_3_10505
Link, 0, MPI_LINK, 0.267639, 0.267639, 0.000000, PTP, rank-59, rank-58, 60_59_3_10514
Link, 0, MPI_LINK, 0.267634, 0.267640, 0.000006, PTP, rank-48, rank-49, 49_50_3_10511
Link, 0, MPI_LINK, 0.267622, 0.267640, 0.000018, PTP, rank-50, rank-49, 51_50_3_10487
Link, 0, MPI_LINK, 0.267642, 0.267642, 0.000000, PTP, rank-59, rank-60, 60_61_3_10515
Link, 0, MPI_LINK, 0.267630, 0.267642, 0.000012, PTP, rank-61, rank-60, 62_61_3_10507
Link, 0, MPI_LINK, 0.267642, 0.267642, 0.000000, PTP, rank-52, rank-53, 53_54_3_10516
Link, 0, MPI_LINK, 0.267625, 0.267642, 0.000017, PTP, rank-54, rank-53, 55_54_3_10495
Link, 0, MPI_LINK, 0.267627, 0.267646, 0.000019, PTP, rank-51, rank-52, 52_53_3_10501
Link, 0, MPI_LINK, 0.267627, 0.267646, 0.000019, PTP, rank-53, rank-52, 54_53_3_10500
Link, 0, MPI_LINK, 0.267627, 0.267646, 0.000019, PTP, rank-58, rank-59, 59_60_3_10503
Link, 0, MPI_LINK, 0.267626, 0.267646, 0.000020, PTP, rank-60, rank-59, 61_60_3_10497
Link, 0, MPI_LINK, 0.267487, 0.267746, 0.000259, PTP, rank-47, rank-48, 48_49_3_10442
Link, 0, MPI_LINK, 0.267633, 0.267746, 0.000113, PTP, rank-49, rank-48, 50_49_3_10510
Link, 0, MPI_LINK, 0.267521, 0.267751, 0.000230, PTP, rank-46, rank-47, 47_48_3_10481
Link, 0, MPI_LINK, 0.267632, 0.267751, 0.000119, PTP, rank-48, rank-47, 49_48_3_10508
Link, 0, MPI_LINK, 0.268583, 0.268583, 0.000000, PTP, rank-62, rank-63, 63_64_3_10542
Link, 0, MPI_LINK, 0.268584, 0.268587, 0.000003, PTP, rank-61, rank-62, 62_63_3_10543
Link, 0, MPI_LINK, 0.268444, 0.268587, 0.000143, PTP, rank-63, rank-62, 64_63_3_10517
Link, 0, MPI_LINK, 0.268586, 0.268590, 0.000004, PTP, rank-29, rank-30, 30_31_3_10547
Link, 0, MPI_LINK, 0.268454, 0.268590, 0.000136, PTP, rank-31, rank-30, 32_31_3_10519
Link, 0, MPI_LINK, 0.268585, 0.268594, 0.000009, PTP, rank-13, rank-14, 14_15_3_10546
Link, 0, MPI_LINK, 0.268461, 0.268594, 0.000133, PTP, rank-15, rank-14, 16_15_3_10521
Link, 0, MPI_LINK, 0.268587, 0.268600, 0.000013, PTP, rank-45, rank-46, 46_47_3_10551
Link, 0, MPI_LINK, 0.268448, 0.268600, 0.000152, PTP, rank-47, rank-46, 48_47_3_10518
Link, 0, MPI_LINK, 0.268694, 0.268694, 0.000000, PTP, rank-62, rank-63, 63_64_5_10564
Link, 0, MPI_LINK, 0.268706, 0.268706, 0.000000, PTP, rank-58, rank-59, 59_60_3_10587
Link, 0, MPI_LINK, 0.268699, 0.268706, 0.000007, PTP, rank-60, rank-59, 61_60_3_10573
Link, 0, MPI_LINK, 0.268708, 0.268708, 0.000000, PTP, rank-10, rank-11, 11_12_3_10593
Link, 0, MPI_LINK, 0.268699, 0.268708, 0.000009, PTP, rank-12, rank-11, 13_12_3_10574
Link, 0, MPI_LINK, 0.268708, 0.268708, 0.000000, PTP, rank-26, rank-27, 27_28_3_10594
Link, 0, MPI_LINK, 0.268701, 0.268708, 0.000007, PTP, rank-28, rank-27, 29_28_3_10582
Link, 0, MPI_LINK, 0.268709, 0.268709, 0.000000, PTP, rank-60, rank-61, 61_62_3_10598
Link, 0, MPI_LINK, 0.268574, 0.268709, 0.000135, PTP, rank-62, rank-61, 63_62_3_10527
Link, 0, MPI_LINK, 0.268710, 0.268710, 0.000000, PTP, rank-12, rank-13, 13_14_3_10600
Link, 0, MPI_LINK, 0.268580, 0.268710, 0.000130, PTP, rank-14, rank-13, 15_14_3_10538
Link, 0, MPI_LINK, 0.268710, 0.268710, 0.000000, PTP, rank-57, rank-58, 58_59_3_10603
Link, 0, MPI_LINK, 0.268574, 0.268710, 0.000136, PTP, rank-59, rank-58, 60_59_3_10528
Link, 0, MPI_LINK, 0.268711, 0.268711, 0.000000, PTP, rank-28, rank-29, 29_30_3_10605
Link, 0, MPI_LINK, 0.268574, 0.268711, 0.000137, PTP, rank-30, rank-29, 31_30_3_10530
Link, 0, MPI_LINK, 0.268710, 0.268712, 0.000002, PTP, rank-9, rank-10, 10_11_3_10604
Link, 0, MPI_LINK, 0.268576, 0.268712, 0.000136, PTP, rank-11, rank-10, 12_11_3_10533
Link, 0, MPI_LINK, 0.268709, 0.268712, 0.000003, PTP, rank-25, rank-26, 26_27_3_10597
Link, 0, MPI_LINK, 0.268573, 0.268712, 0.000139, PTP, rank-27, rank-26, 28_27_3_10525
Link, 0, MPI_LINK, 0.268585, 0.268713, 0.000128, PTP, rank-59, rank-60, 60_61_3_10545
Link, 0, MPI_LINK, 0.268573, 0.268713, 0.000140, PTP, rank-61, rank-60, 62_61_3_10524
Link, 0, MPI_LINK, 0.268709, 0.268713, 0.000004, PTP, rank-5, rank-6, 6_7_3_10599
Link, 0, MPI_LINK, 0.268575, 0.268713, 0.000138, PTP, rank-7, rank-6, 8_7_3_10531
Link, 0, MPI_LINK, 0.268586, 0.268714, 0.000128, PTP, rank-11, rank-12, 12_13_3_10548
Link, 0, MPI_LINK, 0.268576, 0.268714, 0.000138, PTP, rank-13, rank-12, 14_13_3_10532
Link, 0, MPI_LINK, 0.268714, 0.268714, 0.000000, PTP, rank-37, rank-38, 38_39_3_10608
Link, 0, MPI_LINK, 0.268574, 0.268714, 0.000140, PTP, rank-39, rank-38, 40_39_3_10526
Link, 0, MPI_LINK, 0.268583, 0.268715, 0.000132, PTP, rank-27, rank-28, 28_29_3_10539
Link, 0, MPI_LINK, 0.268577, 0.268715, 0.000138, PTP, rank-29, rank-28, 30_29_3_10534
Link, 0, MPI_LINK, 0.268707, 0.268715, 0.000008, PTP, rank-41, rank-42, 42_43_3_10592
