Container, 0, 0, 0, 34.3055, 34.3055, 0
Link, 0, MPI_LINK, 0.217818, 0.217811, -0.000007, PTP, rank-0, rank-0, 1_1_0_16
State, rank-60, MPI_STATE, 25.114589, 25.114646, 0.000057, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 25.114648, 25.114705, 0.000057, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 25.115213, 25.115303, 0.000090, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 25.115305, 25.115402, 0.000097, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 25.115959, 25.188129, 0.072170, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 25.188133, 25.259571, 0.071438, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 25.439119, 25.439321, 0.000202, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 25.439326, 25.439382, 0.000056, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 25.439878, 25.439954, 0.000076, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 25.439958, 25.440673, 0.000715, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 25.441234, 25.512672, 0.071438, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 25.512674, 25.584112, 0.071438, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 25.763519, 25.763575, 0.000056, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 25.763577, 25.763634, 0.000057, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 25.764133, 25.764478, 0.000345, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 25.764481, 25.764544, 0.000063, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 25.765105, 25.839818, 0.074713, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 25.839821, 25.911259, 0.071438, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 26.090747, 26.090803, 0.000056, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 26.090806, 26.090863, 0.000057, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 26.091379, 26.091893, 0.000514, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 26.091896, 26.091959, 0.000063, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 26.092515, 26.163952, 0.071437, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 26.163956, 26.235811, 0.071855, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 26.415571, 26.415627, 0.000056, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 26.415630, 26.415688, 0.000058, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 26.416198, 26.416281, 0.000083, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 26.416284, 26.416347, 0.000063, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 26.416895, 26.488691, 0.071796, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 26.488695, 26.560133, 0.071438, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 26.739776, 26.739832, 0.000056, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 26.739835, 26.739892, 0.000057, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 26.740393, 26.740487, 0.000094, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 26.740490, 26.740553, 0.000063, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 26.741111, 26.813151, 0.072040, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 26.813154, 26.884592, 0.071438, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 27.064037, 27.064093, 0.000056, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 27.064098, 27.064520, 0.000422, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 27.065017, 27.065161, 0.000144, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 27.065164, 27.065227, 0.000063, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 27.065780, 27.137718, 0.071938, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 27.137721, 27.209159, 0.071438, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 27.386110, 27.424190, 0.038080, 0.000000, PMPI_Allreduce
State, rank-60, MPI_STATE, 27.424204, 27.461154, 0.036950, 0.000000, PMPI_Allreduce
State, rank-60, MPI_STATE, 27.464231, 27.464379, 0.000148, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 27.464384, 27.464440, 0.000056, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 27.464951, 27.465014, 0.000063, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 27.465016, 27.465079, 0.000063, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 27.465622, 27.537060, 0.071438, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 27.537063, 27.608501, 0.071438, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 27.787869, 27.787925, 0.000056, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 27.787928, 27.787984, 0.000056, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 27.788480, 27.789086, 0.000606, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 27.789089, 27.789152, 0.000063, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 27.789711, 27.861934, 0.072223, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 27.861936, 27.933374, 0.071438, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 28.112756, 28.113100, 0.000344, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 28.113104, 28.113160, 0.000056, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 28.113666, 28.113735, 0.000069, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 28.113737, 28.113808, 0.000071, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 28.114370, 28.186593, 0.072223, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 28.186595, 28.258033, 0.071438, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 28.437713, 28.437769, 0.000056, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 28.437772, 28.437829, 0.000057, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 28.438326, 28.438574, 0.000248, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 28.438577, 28.438640, 0.000063, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 28.439191, 28.511011, 0.071820, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 28.511014, 28.582452, 0.071438, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 28.762136, 28.762192, 0.000056, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 28.762195, 28.762251, 0.000056, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 28.762754, 28.762817, 0.000063, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 28.762820, 28.762883, 0.000063, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 28.763446, 28.835224, 0.071778, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 28.835227, 28.906665, 0.071438, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 29.086027, 29.086376, 0.000349, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 29.086379, 29.086435, 0.000056, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 29.086935, 29.087051, 0.000116, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 29.087054, 29.087117, 0.000063, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 29.087669, 29.160363, 0.072694, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 29.160366, 29.231804, 0.071438, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 29.411655, 29.411711, 0.000056, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 29.411714, 29.411772, 0.000058, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 29.412271, 29.412334, 0.000063, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 29.412338, 29.412885, 0.000547, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 29.413436, 29.488074, 0.074638, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 29.488077, 29.559515, 0.071438, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 29.739097, 29.739153, 0.000056, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 29.739157, 29.739330, 0.000173, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 29.739832, 29.740401, 0.000569, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 29.740404, 29.740467, 0.000063, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 29.741029, 29.813365, 0.072336, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 29.813368, 29.884806, 0.071438, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 30.064702, 30.064758, 0.000056, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 30.064761, 30.064818, 0.000057, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 30.065314, 30.065377, 0.000063, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 30.065380, 30.065443, 0.000063, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 30.065990, 30.137530, 0.071540, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 30.137533, 30.209507, 0.071974, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 30.388967, 30.389180, 0.000213, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 30.389183, 30.389240, 0.000057, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 30.389761, 30.389824, 0.000063, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 30.389827, 30.389891, 0.000064, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 30.390448, 30.462337, 0.071889, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 30.462341, 30.533778, 0.071437, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 30.710584, 30.748095, 0.037511, 0.000000, PMPI_Allreduce
State, rank-60, MPI_STATE, 30.748108, 30.785058, 0.036950, 0.000000, PMPI_Allreduce
State, rank-60, MPI_STATE, 30.788151, 30.788354, 0.000203, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 30.788357, 30.788413, 0.000056, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 30.788914, 30.788977, 0.000063, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 30.788979, 30.789042, 0.000063, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 30.789585, 30.861023, 0.071438, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 30.861025, 30.932463, 0.071438, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 31.112081, 31.112137, 0.000056, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 31.112140, 31.112197, 0.000057, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 31.112702, 31.113826, 0.001124, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 31.113829, 31.113892, 0.000063, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 31.114455, 31.185893, 0.071438, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 31.185895, 31.257333, 0.071438, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 31.436755, 31.437128, 0.000373, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 31.437131, 31.437187, 0.000056, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 31.437677, 31.438143, 0.000466, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 31.438146, 31.438500, 0.000354, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 31.439039, 31.510943, 0.071904, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 31.510945, 31.582383, 0.071438, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 31.760295, 31.762185, 0.001890, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 31.762188, 31.762245, 0.000057, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 31.762746, 31.762944, 0.000198, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 31.762948, 31.763011, 0.000063, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 31.763560, 31.835470, 0.071910, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 31.835473, 31.906911, 0.071438, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 32.086086, 32.086533, 0.000447, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 32.086537, 32.086593, 0.000056, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 32.087102, 32.087308, 0.000206, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 32.087310, 32.087373, 0.000063, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 32.087915, 32.159638, 0.071723, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 32.159641, 32.231120, 0.071479, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 32.410602, 32.410871, 0.000269, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 32.410873, 32.410930, 0.000057, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 32.411440, 32.411503, 0.000063, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 32.411506, 32.411807, 0.000301, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 32.412363, 32.484094, 0.071731, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 32.484097, 32.555535, 0.071438, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 32.735148, 32.735212, 0.000064, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 32.735215, 32.735272, 0.000057, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 32.735763, 32.736230, 0.000467, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 32.736234, 32.736297, 0.000063, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 32.736853, 32.808769, 0.071916, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 32.808772, 32.880983, 0.072211, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 33.060679, 33.060735, 0.000056, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 33.060738, 33.060795, 0.000057, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 33.061295, 33.061359, 0.000064, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 33.061361, 33.061664, 0.000303, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 33.062223, 33.134240, 0.072017, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 33.134243, 33.205681, 0.071438, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 33.385329, 33.385408, 0.000079, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 33.385410, 33.385467, 0.000057, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 33.385966, 33.386081, 0.000115, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 33.386083, 33.386244, 0.000161, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 33.386797, 33.458977, 0.072180, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 33.458980, 33.530417, 0.071437, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 33.709986, 33.710119, 0.000133, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 33.710122, 33.710178, 0.000056, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 33.710676, 33.711176, 0.000500, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 33.711180, 33.712633, 0.001453, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 33.713199, 33.784637, 0.071438, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 33.784639, 33.856078, 0.071439, 0.000000, PMPI_Sendrecv
State, rank-60, MPI_STATE, 34.033002, 34.070574, 0.037572, 0.000000, PMPI_Allreduce
State, rank-60, MPI_STATE, 34.070587, 34.107538, 0.036951, 0.000000, PMPI_Allreduce
State, rank-60, MPI_STATE, 34.107542, 34.131991, 0.024449, 0.000000, PMPI_Barrier
State, rank-60, MPI_STATE, 34.131998, 34.169459, 0.037461, 0.000000, PMPI_Allreduce
State, rank-60, MPI_STATE, 34.169462, 34.206437, 0.036975, 0.000000, PMPI_Allreduce
State, rank-60, MPI_STATE, 34.206440, 34.243415, 0.036975, 0.000000, PMPI_Allreduce
State, rank-60, MPI_STATE, 34.243417, 34.280367, 0.036950, 0.000000, PMPI_Allreduce
State, rank-60, MPI_STATE, 34.281014, 34.305488, 0.024474, 0.000000, PMPI_Barrier
State, rank-60, MPI_STATE, 34.305492, 34.305492, 0.000000, 0.000000, PMPI_Finalize
Container, 0, MPI, 0, 34.3055, 34.3055, rank-59
State, rank-59, MPI_STATE, 0.000000, 0.000000, 0.000000, 0.000000, PMPI_Init
State, rank-59, MPI_STATE, 0.000008, 0.024566, 0.024558, 0.000000, PMPI_Barrier
State, rank-59, MPI_STATE, 0.024604, 0.049130, 0.024526, 0.000000, PMPI_Bcast
State, rank-59, MPI_STATE, 0.067490, 0.104573, 0.037083, 0.000000, PMPI_Allreduce
State, rank-59, MPI_STATE, 0.120065, 0.157814, 0.037749, 0.000000, PMPI_Allreduce
State, rank-59, MPI_STATE, 0.158701, 0.195635, 0.036934, 0.000000, PMPI_Allreduce
State, rank-59, MPI_STATE, 0.196373, 0.233331, 0.036958, 0.000000, PMPI_Allreduce
State, rank-59, MPI_STATE, 0.242252, 0.243329, 0.001077, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 0.243334, 0.243391, 0.000057, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 0.243933, 0.243996, 0.000063, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 0.243998, 0.244062, 0.000064, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 0.244673, 0.316111, 0.071438, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 0.316114, 0.387553, 0.071439, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 0.564172, 0.603970, 0.039798, 0.000000, PMPI_Allreduce
State, rank-59, MPI_STATE, 0.603984, 0.640933, 0.036949, 0.000000, PMPI_Allreduce
State, rank-59, MPI_STATE, 0.640943, 0.677894, 0.036951, 0.000000, PMPI_Allreduce
State, rank-59, MPI_STATE, 0.677903, 0.714852, 0.036949, 0.000000, PMPI_Allreduce
State, rank-59, MPI_STATE, 0.714857, 0.739290, 0.024433, 0.000000, PMPI_Barrier
State, rank-59, MPI_STATE, 0.739292, 0.763711, 0.024419, 0.000000, PMPI_Barrier
State, rank-59, MPI_STATE, 0.763721, 0.801197, 0.037476, 0.000000, PMPI_Allreduce
State, rank-59, MPI_STATE, 0.804484, 0.804540, 0.000056, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 0.804543, 0.804600, 0.000057, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 0.805135, 0.805343, 0.000208, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 0.805345, 0.805408, 0.000063, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 0.806023, 0.877461, 0.071438, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 0.877464, 0.948903, 0.071439, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 1.129015, 1.129876, 0.000861, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 1.129879, 1.129935, 0.000056, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 1.130432, 1.130495, 0.000063, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 1.130498, 1.130769, 0.000271, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 1.131344, 1.203467, 0.072123, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 1.203470, 1.274908, 0.071438, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 1.454448, 1.455292, 0.000844, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 1.455295, 1.455351, 0.000056, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 1.455846, 1.456137, 0.000291, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 1.456140, 1.456203, 0.000063, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 1.456780, 1.528618, 0.071838, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 1.528621, 1.600219, 0.071598, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 1.779857, 1.780688, 0.000831, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 1.780692, 1.780748, 0.000056, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 1.781242, 1.782042, 0.000800, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 1.782045, 1.782108, 0.000063, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 1.782697, 1.854134, 0.071437, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 1.854137, 1.925576, 0.071439, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 2.105565, 2.105683, 0.000118, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 2.105686, 2.105757, 0.000071, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 2.106263, 2.107045, 0.000782, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 2.107048, 2.107111, 0.000063, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 2.107688, 2.180328, 0.072640, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 2.180331, 2.251769, 0.071438, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 2.431764, 2.431958, 0.000194, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 2.431962, 2.432183, 0.000221, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 2.432693, 2.433002, 0.000309, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 2.433005, 2.434677, 0.001672, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 2.435255, 2.506693, 0.071438, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 2.506696, 2.578134, 0.071438, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 2.757816, 2.757945, 0.000129, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 2.757949, 2.758258, 0.000309, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 2.758765, 2.760580, 0.001815, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 2.760583, 2.760646, 0.000063, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 2.761226, 2.832663, 0.071437, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 2.832666, 2.904105, 0.071439, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 3.084198, 3.084273, 0.000075, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 3.084277, 3.084500, 0.000223, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 3.085005, 3.085557, 0.000552, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 3.085560, 3.085623, 0.000063, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 3.086201, 3.158228, 0.072027, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 3.158231, 3.229669, 0.071438, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 3.409594, 3.409960, 0.000366, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 3.409963, 3.410175, 0.000212, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 3.410677, 3.410954, 0.000277, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 3.410957, 3.411020, 0.000063, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 3.411594, 3.484346, 0.072752, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 3.484348, 3.555786, 0.071438, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 3.735787, 3.736675, 0.000888, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 3.736679, 3.736802, 0.000123, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 3.737304, 3.737580, 0.000276, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 3.737583, 3.737646, 0.000063, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 3.738217, 3.810337, 0.072120, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 3.810341, 3.881779, 0.071438, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 4.059449, 4.097741, 0.038292, 0.000000, PMPI_Allreduce
State, rank-59, MPI_STATE, 4.097754, 4.134704, 0.036950, 0.000000, PMPI_Allreduce
State, rank-59, MPI_STATE, 4.137881, 4.137937, 0.000056, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 4.137940, 4.137997, 0.000057, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 4.138513, 4.139273, 0.000760, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 4.139275, 4.139338, 0.000063, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 4.139904, 4.211342, 0.071438, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 4.211344, 4.282783, 0.071439, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 4.463552, 4.463609, 0.000057, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 4.463611, 4.463669, 0.000058, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 4.464158, 4.464703, 0.000545, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 4.464706, 4.464769, 0.000063, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 4.465341, 4.536778, 0.071437, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 4.536782, 4.609108, 0.072326, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 4.787975, 4.789281, 0.001306, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 4.789286, 4.789416, 0.000130, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 4.789923, 4.790490, 0.000567, 0.000000, PMPI_Sendrecv
State, rank-59, MPI_STATE, 4.790493, 4.790556, 0.000063, 0.000000, PMPI_Sendrecv
